METHOD,n,s_err,s_err2,s_abs,MAE,RMSE,BIAS,axis,season,MONTH,band,STN
none,8698,-3520.12561700621,4986.982824601419,4966.683230658942,0.57101,0.7572,-0.40471,station,,,,823
fixed_lapse,8760,1409.6006090655271,6295.245139996,5548.571936436915,0.6334,0.84772,0.16091,station,,,,824
none,8760,-482.650330793563,6080.6589522673685,5245.75011562361,0.59883,0.83315,-0.0551,station,,,,824
fixed_lapse,8749,-2937.2645537284507,5816.035463987699,5135.133099843918,0.58694,0.81533,-0.33573,station,,,,825
none,8749,-7090.622976479939,10598.625851187386,7687.151132696126,0.87863,1.10064,-0.81045,station,,,,825
fixed_lapse,8689,-3220.0375622907095,7777.154364753383,6112.323242907563,0.70346,0.94607,-0.37059,station,,,,826
none,8689,-6024.247059493102,10779.455517970893,7672.924733201157,0.88306,1.11382,-0.69332,station,,,,826
fixed_lapse,8758,-3118.63654649454,5593.931369439919,5098.869791274381,0.5822,0.7992,-0.35609,station,,,,827
none,8758,-5390.339767395115,7800.446165627622,6365.681024802432,0.72684,0.94375,-0.61548,station,,,,827
fixed_lapse,8751,-4616.898116119596,10292.415865380168,6884.39972758801,0.7867,1.0845,-0.52759,station,,,,828
none,8751,-5366.8223302826045,11150.784879607356,7259.589707824478,0.82957,1.12882,-0.61328,station,,,,828
fixed_lapse,8725,6762.671725597719,42528.81785698066,13631.33304319492,1.56233,2.2078,0.77509,station,,,,829
none,8725,-8066.909278099767,44808.99567093873,17058.317237109426,1.95511,2.26621,-0.92457,station,,,,829
fixed_lapse,8758,-2626.3525347357067,12465.486983860912,7781.800066919935,0.88854,1.19303,-0.29988,station,,,,830
none,8758,-6826.76961301818,17003.66890982466,9859.79049066675,1.1258,1.39338,-0.77949,station,,,,830
fixed_lapse,8755,5824.520171507987,23651.16879042389,10771.792290646288,1.23036,1.64361,0.66528,station,,,,831
none,8755,17497.403158226567,54762.91470150857,18254.197841444297,2.085,2.50101,1.99856,station,,,,831
fixed_lapse,8712,-3569.4816720271556,7648.794257753915,6114.347205996115,0.70183,0.937,-0.40972,station,,,,832
none,8712,-3915.3055093881985,7947.174218755909,6271.48462812488,0.71987,0.9551,-0.44942,station,,,,832
fixed_lapse,8702,97.8781778375967,11349.523641891916,7875.774534953413,0.90505,1.14203,0.01125,station,,,,833
none,8702,-4493.785092885451,13666.29990216383,8596.65740071133,0.98789,1.25319,-0.51641,station,,,,833
fixed_lapse,8695,-5409.412230400932,12399.08183565458,7641.148737385301,0.8788,1.19415,-0.62213,station,,,,834
none,8695,-3997.4518871492437,10815.133938090112,7191.346302293227,0.82707,1.11527,-0.45974,station,,,,834
fixed_lapse,8754,2836.495659403941,12615.551576527314,7343.677934211228,0.83889,1.20047,0.32402,station,,,,835
none,8754,-2219.027453049568,12273.304422346295,7905.004979197023,0.90302,1.18407,-0.25349,station,,,,835
fixed_lapse,8704,3225.837197109487,7713.75239917804,6422.967726199019,0.73793,0.9414,0.37062,station,,,,836
none,8704,10977.75241393788,20364.891491075585,11938.437832737702,1.3716,1.52961,1.26123,station,,,,836
fixed_lapse,8748,-1512.9221279981125,9551.04769100645,6514.764198222352,0.74471,1.04489,-0.17294,station,,,,837
none,8748,-2304.1535325464565,9907.748615597218,6655.282679493265,0.76078,1.06422,-0.26339,station,,,,837
fixed_lapse,8755,-6802.521282727571,24914.85130281351,10312.62373180402,1.17791,1.68695,-0.77699,station,,,,838
none,8755,8113.072493844489,27145.965454180896,13215.589581356178,1.50949,1.76086,0.92668,station,,,,838
fixed_lapse,8760,-494.36847554656106,4593.6889241476965,4443.718010941486,0.50727,0.72415,-0.05643,station,,,,839
none,8760,-5660.161508430645,8226.5073284472,7045.766020111255,0.80431,0.96907,-0.64614,station,,,,839
fixed_lapse,8728,3626.0010644484896,8056.6685914536965,6622.009860463654,0.75871,0.96077,0.41544,station,,,,840
none,8728,408.22028869467624,6578.48525536036,5792.023797268331,0.66361,0.86817,0.04677,station,,,,840
fixed_lapse,8744,2939.4621475423737,9764.861632748029,6914.336361334335,0.79075,1.05676,0.33617,station,,,,841
none,8744,590.0968740000937,8833.352949161977,6758.751909561879,0.77296,1.0051,0.06749,station,,,,841
fixed_lapse,8748,4224.154136015674,13026.354750449751,7880.246767767228,0.90081,1.22027,0.48287,station,,,,842
none,8748,8865.929589031599,19972.307888839478,10609.296578464598,1.21277,1.51098,1.01348,station,,,,842
fixed_lapse,8746,-5652.5334408962735,22140.08463848654,9858.709958950261,1.12723,1.59105,-0.6463,station,,,,843
none,8746,-3900.465366108394,20227.523512266303,9531.608945733455,1.08982,1.52078,-0.44597,station,,,,843
fixed_lapse,8758,4750.265242990987,11918.657120503238,6929.797599436441,0.79125,1.16657,0.54239,station,,,,845
none,8758,1468.7319893308988,9585.446165197673,6705.19419484656,0.76561,1.04617,0.1677,station,,,,845
fixed_lapse,8758,-3071.9911212363254,6922.835289289323,5673.786026152479,0.64784,0.88908,-0.35076,station,,,,846
none,8758,-2240.5657536683902,6426.566323331093,5520.189448503474,0.6303,0.85662,-0.25583,station,,,,846
fixed_lapse,8760,5336.828206502502,10408.3033579477,7029.843594578766,0.80249,1.09003,0.60923,station,,,,847
none,8760,5018.3019304830905,10029.60594777258,6864.077030243039,0.78357,1.07002,0.57287,station,,,,847
fixed_lapse,8760,849.0114153459456,6718.395018056227,5353.7993047404125,0.61116,0.87575,0.09692,station,,,,848
none,8760,-17.679525830942794,6636.347167309228,5355.996719349256,0.61142,0.87039,-0.00202,station,,,,848
fixed_lapse,8759,-360.2982020472308,4321.738785156357,4614.063934374089,0.52678,0.70243,-0.04113,station,,,,849
none,8759,-2152.8949077978136,4835.172500756301,4863.06396488644,0.55521,0.74298,-0.24579,station,,,,849
fixed_lapse,8540,7975.747848273374,36319.23882053011,12430.180535601627,1.45552,2.06224,0.93393,station,,,,850
none,8540,-5243.799357772142,32003.987406460506,13584.17632906184,1.59065,1.93586,-0.61403,station,,,,850
fixed_lapse,8749,11273.194693163688,84117.90162880045,19593.83716260791,2.23955,3.10074,1.28851,station,,,,851
none,8749,10944.515920573951,83289.90974172472,19516.351388432144,2.2307,3.08544,1.25094,station,,,,851
fixed_lapse,8703,-9654.081937031739,106002.44257838551,23225.42673191922,2.66867,3.48998,-1.10928,station,,,,852
none,8703,-12113.041756630251,112152.56122149082,23968.97565538648,2.7541,3.5898,-1.39182,station,,,,852
fixed_lapse,8700,-3270.8774891905937,32623.71486391239,12613.113320265096,1.44978,1.93645,-0.37596,station,,,,853
none,8700,24687.767691213507,101452.52974224673,26909.515928610363,3.09305,3.41485,2.83767,station,,,,853
fixed_lapse,8667,-5322.545857950263,16910.36288595205,8449.211508861044,0.97487,1.39683,-0.61412,station,,,,854
none,8667,-592.8977535722709,13688.613475132835,8044.959745063878,0.92823,1.25674,-0.06841,station,,,,854
fixed_lapse,8759,-3424.0354943525203,7754.246337892882,6352.046103176608,0.7252,0.9409,-0.39092,station,,,,855
none,8759,-6729.697478996033,11791.10938342059,8007.270285637964,0.91418,1.16025,-0.76832,station,,,,855
fixed_lapse,8663,-8280.944911566889,38643.18080219002,13247.622903063402,1.52922,2.11204,-0.9559,station,,,,856
none,8663,13063.885369530948,50449.00890900564,18146.96871143811,2.09477,2.41319,1.50801,station,,,,856
fixed_lapse,8756,5132.387085283939,14192.784733504071,8050.863490699664,0.91947,1.27315,0.58616,station,,,,857
none,8756,4299.949243214239,13296.384045415814,7729.904562078865,0.88281,1.23229,0.49109,station,,,,857
fixed_lapse,8525,1250.9263275678675,11192.347486917279,6560.453246090874,0.76955,1.14581,0.14674,station,,,,858
none,8525,-1991.1036488058462,11467.399980031581,7583.3343074419245,0.88954,1.15981,-0.23356,station,,,,858
fixed_lapse,8758,-5682.18728450895,30060.51238349882,11968.25975624409,1.36655,1.85266,-0.6488,station,,,,859
none,8758,13866.343505629748,48361.647840137564,18027.039040589283,2.05835,2.34989,1.58328,station,,,,859
fixed_lapse,8759,-7506.623833949939,16098.230409724458,8571.706420904657,0.97862,1.35569,-0.85702,station,,,,860
none,8759,-7717.686017606509,16470.044321097655,8711.487515087314,0.99458,1.37126,-0.88111,station,,,,860
fixed_lapse,8745,-1484.5731367490343,7646.644830789503,6076.857659442672,0.6949,0.93509,-0.16976,station,,,,861
none,8745,-9982.834428627399,18784.735790163257,11302.213696167293,1.29242,1.46562,-1.14155,station,,,,861
fixed_lapse,8714,2538.736561859523,5567.084915636209,4900.649740338697,0.56239,0.79929,0.29134,station,,,,862
none,8714,4644.300952103822,7314.04150723039,6133.519139489607,0.70387,0.91616,0.53297,station,,,,862
fixed_lapse,8760,1598.7459012453992,19132.054019584943,10173.099051423158,1.16131,1.47784,0.18251,station,,,,863
none,8760,-32429.287654261207,138876.9060674085,32660.014208511788,3.72831,3.98165,-3.70197,station,,,,863
fixed_lapse,8752,-9186.504643914795,14557.89663843908,9494.143187341511,1.0848,1.28972,-1.04965,station,,,,864
none,8752,-12378.597705762588,22428.196511007573,12497.023239206097,1.4279,1.60082,-1.41437,station,,,,864
fixed_lapse,8759,4966.145902717205,18695.695804236315,9911.47846368459,1.13158,1.46098,0.56698,station,,,,865
none,8759,-29193.986554115625,113471.70904770901,29407.678741152653,3.35742,3.59929,-3.33303,station,,,,865
fixed_lapse,2232,1745.0900733183796,4484.128680418635,2209.451493979984,0.9899,1.4174,0.78185,station,,,,866
none,2232,57.70892575228132,3128.269214337179,1840.076564161993,0.82441,1.18387,0.02586,station,,,,866
fixed_lapse,8758,-3699.5618627068197,17446.076217529724,8005.1679688565855,0.91404,1.41139,-0.42242,station,,,,867
none,8758,640.1540736695808,15914.228454584018,8584.351007989137,0.98017,1.348,0.07309,station,,,,867
fixed_lapse,8724,-3463.884400512497,14891.04166519677,7715.982658919145,0.88445,1.30649,-0.39705,station,,,,868
none,8724,3559.809898942219,14989.093397149238,9267.815449673039,1.06234,1.31078,0.40805,station,,,,868
fixed_lapse,8598,-534.3011277348892,12837.21867089044,7222.15697659844,0.83998,1.2219,-0.06214,station,,,,869
none,8598,-9584.48386441511,23606.428201584495,11624.753926109868,1.35203,1.65698,-1.11473,station,,,,869
fixed_lapse,8678,2430.1726790695225,14455.981324067725,7366.903541171878,0.84892,1.29067,0.28004,station,,,,870
none,8678,8160.91504952742,21416.18205772731,10234.480006662443,1.17936,1.57095,0.94041,station,,,,870
fixed_lapse,8743,-355.7419608370572,10532.268705005483,6764.440746041567,0.7737,1.09757,-0.04069,station,,,,871
none,8743,15062.765722707909,36462.765505508236,15651.393736320217,1.79016,2.04218,1.72284,station,,,,871
fixed_lapse,8759,-10395.789495463712,62155.173674840466,17305.300199055393,1.97572,2.66386,-1.18687,station,,,,872
none,8759,27602.47823468507,136802.55116837626,30642.955876014134,3.49845,3.95203,3.15133,station,,,,872
fixed_lapse,8747,195.62364279145834,5150.97237798144,4997.566518258895,0.57135,0.76739,0.02236,station,,,,874
none,8747,-1079.1581913334821,5229.145593739989,5009.961105282488,0.57276,0.77319,-0.12337,station,,,,874
fixed_lapse,3856,-3892.334920737025,42589.89760579859,10261.738871831803,2.66124,3.32342,-1.00942,station,,,,875
none,3856,29359.320935730542,262471.9897488225,29536.73580011944,7.65994,8.25036,7.61393,station,,,,875
fixed_lapse,8760,-7613.107216757624,24154.214918150403,11375.763684680416,1.2986,1.66052,-0.86908,station,,,,876
none,8760,-15476.413426883588,44708.55881483474,16839.485763601453,1.92232,2.25914,-1.76671,station,,,,876
fixed_lapse,8740,339.11379006658547,3002.02772933861,3641.3479026426344,0.41663,0.58607,0.0388,station,,,,877
none,8740,-3152.706610730396,4118.218023639998,4666.683197568209,0.53395,0.68643,-0.36072,station,,,,877
fixed_lapse,8757,-12108.085523185242,53737.36106903327,16173.986480774238,1.84698,2.4772,-1.38268,station,,,,878
none,8757,20634.76476213435,85745.0968881825,23972.46430694164,2.73752,3.12915,2.35637,station,,,,878
fixed_lapse,8759,-3324.6198503153955,9760.453543306001,7133.130899288833,0.81438,1.05562,-0.37957,station,,,,881
none,8759,-3258.26348815799,9708.819769673404,7113.948309945251,0.81219,1.05282,-0.37199,station,,,,881
fixed_lapse,8757,-1194.1418193396507,9046.0637428127,6203.845671543882,0.70844,1.01637,-0.13636,station,,,,882
none,8757,3109.174686366924,9986.518765964605,7172.696597822005,0.81908,1.0679,0.35505,station,,,,882
fixed_lapse,8736,-322.34879687803937,6169.422124385216,5333.46657983388,0.61052,0.84036,-0.0369,station,,,,883
none,8736,3006.0493904738746,7374.723546904607,6429.588581906662,0.73599,0.91879,0.3441,station,,,,883
fixed_lapse,6558,-412.06629232756677,4513.134450867784,4048.3637529630205,0.61732,0.82957,-0.06283,station,,,,884
none,6558,-12175.861938481066,27047.049675686354,12224.00537633857,1.86398,2.03083,-1.85664,station,,,,884
fixed_lapse,8722,21642.4658740837,60968.2878664734,21694.657055488256,2.48735,2.64389,2.48137,station,,,,885
none,8722,2371.303541948126,8023.3446905424735,6424.2942540642325,0.73656,0.95911,0.27188,station,,,,885
fixed_lapse,8730,-1516.9744460591776,5267.7585234608805,5071.3498653082315,0.58091,0.77679,-0.17377,station,,,,886
none,8730,-1807.2786927319517,5375.745975849471,5161.610291673736,0.59125,0.78472,-0.20702,station,,,,886
fixed_lapse,8754,-5544.378669496023,12451.742620809322,7766.264957867516,0.88717,1.19265,-0.63335,station,,,,888
none,8754,-5455.897795913214,12339.534764523449,7729.525886115849,0.88297,1.18726,-0.62325,station,,,,888
fixed_lapse,8706,3498.4416760254444,15072.786270110975,8590.832836581607,0.98677,1.31579,0.40184,station,,,,889
none,8706,-621.1502035062834,13777.392941550748,9436.737015700792,1.08393,1.25798,-0.07135,station,,,,889
fixed_lapse,8718,-1606.6373430982196,3657.817576673472,4030.492445860747,0.46232,0.64774,-0.18429,station,,,,890
none,8718,-3058.334964419183,4488.283383883938,4695.845431040622,0.53864,0.71752,-0.35081,station,,,,890
fixed_lapse,8755,-1445.8910136716831,3750.84712726683,4109.709178222515,0.46941,0.65454,-0.16515,station,,,,892
none,8755,-3636.37833333922,5032.617902796073,5220.127221090776,0.59625,0.75817,-0.41535,station,,,,892
fixed_lapse,8759,283.31795434389653,16923.537840790323,9311.8595667228,1.06312,1.39001,0.03235,station,,,,893
none,8759,-18682.806913311404,57290.967725299444,19945.839992754074,2.27718,2.5575,-2.13298,station,,,,893
fixed_lapse,8751,4816.943967370529,15385.680928682625,8606.371020215685,0.98347,1.32596,0.55044,station,,,,898
none,8751,-18.319520255177935,12744.137369031647,7736.156816752399,0.88403,1.20678,-0.00209,station,,,,898
fixed_lapse,8750,-10131.163330261152,27570.18142037292,11938.043005646661,1.36435,1.77507,-1.15785,station,,,,899
none,8750,-9412.946024874977,25966.31802456017,11503.077588822487,1.31464,1.72267,-1.07577,station,,,,899
fixed_lapse,8755,2298.6166431818824,8905.869805866198,6638.771905306654,0.75828,1.00858,0.26255,station,,,,900
none,8755,-984.3905349221308,8411.078633797935,6393.389786608375,0.73026,0.98016,-0.11244,station,,,,900
fixed_lapse,8759,576.1947359712551,16155.706243718847,8038.944225133419,0.91779,1.35811,0.06578,station,,,,901
none,8759,2492.3794212959356,16829.607132858673,8124.935845268092,0.92761,1.38615,0.28455,station,,,,901
fixed_lapse,8747,3426.5749474061213,12688.24159444838,7925.2777419803215,0.90606,1.2044,0.39174,station,,,,902
none,8747,-4367.055463588985,13536.918942518083,8798.867782766865,1.00593,1.24403,-0.49926,station,,,,902
fixed_lapse,8760,497.34395982027615,6136.357764873381,5305.97411277699,0.6057,0.83696,0.05677,station,,,,903
none,8760,522.0988082618071,6139.347126118124,5305.531254176829,0.60565,0.83716,0.0596,station,,,,903
fixed_lapse,8756,2297.7831383678417,8902.291678381407,6323.847407462505,0.72223,1.00832,0.26242,station,,,,904
none,8756,-5117.890137473888,11284.169696171288,8376.55778340682,0.95666,1.13522,-0.5845,station,,,,904
fixed_lapse,8759,1542.3608254017017,7883.12286620257,6210.724869408271,0.70907,0.94868,0.17609,station,,,,905
none,8759,129.70605724899485,7616.646103401202,6110.800363343835,0.69766,0.93251,0.01481,station,,,,905
fixed_lapse,8759,6005.320038450633,17557.522128968187,9998.325729417387,1.14149,1.41581,0.68562,station,,,,906
none,8759,-13288.087721213482,33605.37534070159,14490.05347126531,1.6543,1.95874,-1.51708,station,,,,906
fixed_lapse,8759,-6945.097701524136,27729.528793886308,11377.442809967446,1.29894,1.77928,-0.79291,station,,,,907
none,8759,-6474.816242813459,27004.99197541571,11202.941226855184,1.27902,1.75588,-0.73922,station,,,,907
fixed_lapse,8760,5215.2894100106105,19238.028320644637,9372.43246681227,1.06991,1.48193,0.59535,station,,,,908
none,8760,1272.3652298818747,16319.562379475055,9302.676080011512,1.06195,1.3649,0.14525,station,,,,908
fixed_lapse,8753,-939.5302623199823,10553.393663931854,7180.574249997727,0.82036,1.09804,-0.10734,station,,,,909
none,8753,2008.4404944251226,10913.934569407418,7209.817753820097,0.8237,1.11664,0.22946,station,,,,909
fixed_lapse,8635,-562.567107200898,12151.055645215734,7380.814614115152,0.85476,1.18625,-0.06515,station,,,,910
none,8635,-1749.4584097485451,12500.489327172183,7767.214903585208,0.8995,1.20318,-0.2026,station,,,,910
fixed_lapse,8737,-2647.1989115175893,10200.384880166339,7349.214549686131,0.84116,1.08051,-0.30299,station,,,,911
none,8737,-1260.0114330473518,9582.022828649984,6985.866721514262,0.79957,1.04724,-0.14422,station,,,,911
fixed_lapse,8758,1520.1300298997005,13653.558236081592,7926.4475129666735,0.90505,1.24859,0.17357,station,,,,912
none,8758,-10515.267623096659,26012.3898438026,13065.554790859427,1.49184,1.72341,-1.20065,station,,,,912
fixed_lapse,8760,3017.1969472235523,10348.591313669338,7138.236547083403,0.81487,1.0869,0.34443,station,,,,913
none,8760,2063.8235697747928,9789.1131880116,6970.036814999475,0.79567,1.05711,0.2356,station,,,,913
fixed_lapse,8760,-2429.645976780797,10724.858276634157,7050.75363571991,0.80488,1.10648,-0.27736,station,,,,914
none,8760,-3840.726546969486,11818.57617372615,7382.8577335317805,0.84279,1.16153,-0.43844,station,,,,914
fixed_lapse,8758,3119.081448196205,9951.957924095123,6736.52854153454,0.76919,1.06599,0.35614,station,,,,915
none,8758,3158.729084892803,9976.918026473044,6749.048882334495,0.77062,1.06732,0.36067,station,,,,915
fixed_lapse,8646,-5569.84205306501,15871.602917021915,8228.134558839161,0.95167,1.35489,-0.64421,station,,,,916
none,8646,-11830.66096039157,28470.234303214147,12569.12739147435,1.45375,1.81463,-1.36834,station,,,,916
fixed_lapse,8758,5473.0882231707765,17364.25074978257,9530.911789686132,1.08825,1.40807,0.62492,station,,,,917
none,8758,4764.079935296457,16539.891740337975,9242.125855766906,1.05528,1.37424,0.54397,station,,,,917
fixed_lapse,8759,1071.0356784753917,7995.419421918412,5871.588699840153,0.67035,0.95542,0.12228,station,,,,918
none,8759,-2093.4086715821954,8373.8982207123,6636.331911297677,0.75766,0.97777,-0.239,station,,,,918
fixed_lapse,8755,-3591.6060384714892,5425.075569269737,5180.240412709439,0.59169,0.78718,-0.41023,station,,,,919
none,8755,-3333.4414244740556,5221.021309290589,5040.053993817669,0.57568,0.77224,-0.38075,station,,,,919
fixed_lapse,8731,6673.1529476362375,13524.387546536407,8344.606681014946,0.95574,1.24459,0.76431,station,,,,920
none,8731,5012.782229975465,11302.316323863879,7428.177852248988,0.85078,1.13776,0.57414,station,,,,920
fixed_lapse,8731,-2923.6741924798985,10619.905646664592,7417.5124861070235,0.84956,1.10288,-0.33486,station,,,,921
none,8731,-4516.860484093679,12001.626905689103,8023.697041249619,0.91899,1.17243,-0.51734,station,,,,921
fixed_lapse,8757,397.6275206993563,7220.63261642845,6067.792575812773,0.69291,0.90805,0.04541,station,,,,922
none,8757,3036.75254630257,8258.2469701253,6543.995670396007,0.74729,0.97111,0.34678,station,,,,922
fixed_lapse,8756,-431.26550984419487,10406.46503078259,6905.036611493222,0.78861,1.09018,-0.04925,station,,,,923
none,8756,-242.37806061370628,10399.361864868732,6903.296341052011,0.78841,1.08981,-0.02768,station,,,,923
fixed_lapse,8759,3890.4529721911913,30832.109655255786,10928.277615560526,1.24766,1.87618,0.44417,station,,,,924
none,8759,1881.1599548197412,29539.45499171382,11157.610215660463,1.27385,1.83643,0.21477,station,,,,924
fixed_lapse,8750,3371.943619073807,8375.033795093212,6464.035899079163,0.73875,0.97834,0.38536,station,,,,925
none,8750,843.5471198625005,7157.117740789794,5849.731140612403,0.66854,0.90441,0.09641,station,,,,925
fixed_lapse,8760,870.6378411657048,7866.255429891026,6204.215422621179,0.70824,0.94762,0.09939,station,,,,926
none,8760,-967.2708252872303,7887.158534170085,6176.394759230739,0.70507,0.94887,-0.11042,station,,,,926
fixed_lapse,8753,858.2498940083718,6921.380762527305,5889.010439384554,0.6728,0.88924,0.09805,station,,,,927
none,8753,1864.2768973721516,7233.318527652807,6085.079315950889,0.6952,0.90906,0.21299,station,,,,927
fixed_lapse,8759,1162.5524807522245,8026.527745195042,6078.355026950749,0.69396,0.95727,0.13273,station,,,,929
none,8759,7519.721714354583,14327.891565658152,9431.693697370456,1.0768,1.27898,0.85851,station,,,,929
fixed_lapse,8331,-1391.9540608893465,10781.216749773821,7365.765500653646,0.88414,1.13759,-0.16708,station,,,,930
none,8331,-2817.671843424779,11510.335695617734,7698.18508786441,0.92404,1.17543,-0.33822,station,,,,930
fixed_lapse,8264,-2127.314897597347,14382.23228723276,7981.817602554572,0.96585,1.31922,-0.25742,station,,,,931
none,8264,407.0383515906351,13834.58990397914,8308.425086269654,1.00538,1.29386,0.04925,station,,,,931
fixed_lapse,8755,-2782.020614423704,8258.699998817683,6396.617194374156,0.73062,0.97124,-0.31776,station,,,,932
none,8755,-9967.011296484769,18740.936886641914,10895.912550165864,1.24454,1.46308,-1.13844,station,,,,932
fixed_lapse,8760,7979.958926092622,20271.727515469618,10168.672169717442,1.16081,1.52122,0.91095,station,,,,933
none,8760,6206.38379229732,17401.98675660368,9293.000739037807,1.06084,1.40944,0.70849,station,,,,933
fixed_lapse,8760,5733.683154443276,15444.374822075046,8361.97892205178,0.95456,1.3278,0.65453,station,,,,934
none,8760,2172.001121900761,12244.205309999927,7175.786137127848,0.81915,1.18226,0.24795,station,,,,934
fixed_lapse,8759,3675.4968995845948,5947.913419693693,5433.914599668966,0.62038,0.82405,0.41963,station,,,,935
none,8759,3094.195654522614,5498.65661586842,5143.648357138465,0.58724,0.79232,0.35326,station,,,,935
fixed_lapse,8757,-1145.9930781378919,6270.30148654525,5043.266608077738,0.57591,0.84619,-0.13087,station,,,,936
none,8757,-739.1785183566399,6183.3942596056295,5021.771933949121,0.57346,0.8403,-0.08441,station,,,,936
fixed_lapse,8650,-1488.4390396841384,15812.368370256563,8690.022438288517,1.00463,1.35204,-0.17207,station,,,,937
none,8650,-3819.8520750919483,17189.672051666967,8939.06127945766,1.03342,1.4097,-0.4416,station,,,,937
fixed_lapse,8680,-1174.8850618339372,4582.537832088567,4555.503889757603,0.52483,0.7266,-0.13536,station,,,,938
none,8680,-2784.3840058974088,5342.989771329529,4962.997314530749,0.57177,0.78457,-0.32078,station,,,,938
fixed_lapse,8726,5969.388385839085,24947.342136078125,10484.865300203452,1.20157,1.69085,0.68409,station,,,,939
none,8726,4338.275596210895,23005.517531773326,10079.431246535572,1.1551,1.62371,0.49717,station,,,,939
fixed_lapse,8760,-405.1837113735878,5226.085665361481,5165.879724434701,0.58971,0.77239,-0.04625,station,,,,940
none,8760,-1400.7013631259695,5454.199623181948,5179.119341735962,0.59122,0.78907,-0.1599,station,,,,940
fixed_lapse,8757,-938.9605105410953,3434.872490986458,4075.834454821525,0.46544,0.62629,-0.10722,station,,,,941
none,8757,-4228.123923180494,5376.925422421214,5526.051827431002,0.63104,0.78359,-0.48283,station,,,,941
fixed_lapse,8701,-1758.6722009287023,4213.251607710493,4531.37028649562,0.52079,0.69586,-0.20212,station,,,,942
none,8701,-3174.8784922256364,5043.998523197131,5065.045751085372,0.58212,0.76138,-0.36489,station,,,,942
fixed_lapse,8754,-3761.021792660422,20188.53353260001,9992.765826772196,1.14151,1.51862,-0.42963,station,,,,943
none,8754,16090.86760227649,48173.05072945177,18241.354185578646,2.08377,2.34584,1.83812,station,,,,943
fixed_lapse,8757,-194.62993833223072,5655.9644729691645,4986.761013969076,0.56946,0.80367,-0.02223,station,,,,944
none,8757,-575.1881043914187,5689.268087213684,4979.230211176491,0.5686,0.80603,-0.06568,station,,,,944
fixed_lapse,8702,-5882.445019306232,18190.943380794346,8823.033612616808,1.01391,1.44583,-0.67599,station,,,,945
none,8702,-2501.098981699469,14926.828884160754,8239.574054052353,0.94686,1.30971,-0.28742,station,,,,945
fixed_lapse,8747,3239.4161148794274,25535.527394175213,12052.171041807407,1.37786,1.70861,0.37035,station,,,,946
none,8747,-21040.55723470628,75541.35622936112,22291.703385981025,2.5485,2.93875,-2.40546,station,,,,946
fixed_lapse,8727,1992.9795352029523,11532.014113399156,7274.7887567417265,0.8336,1.14953,0.22837,station,,,,947
none,8727,-663.2767189356817,11127.28953200169,7142.581448194033,0.81845,1.12918,-0.076,station,,,,947
fixed_lapse,8744,5238.739524478452,18856.95197877126,9570.784341413688,1.09455,1.46852,0.59912,station,,,,948
none,8744,-8144.746419172706,23327.810084415152,11930.653978424172,1.36444,1.63336,-0.93147,station,,,,948
fixed_lapse,8546,-2360.9075396719063,29877.04325899673,12236.65932367471,1.43186,1.86977,-0.27626,station,,,,949
none,8546,-17793.446527075394,66179.97916864237,21689.525802516393,2.53797,2.7828,-2.08208,station,,,,949
fixed_lapse,8704,-2436.966485999242,5322.943556315295,5419.438874037493,0.62264,0.78202,-0.27998,station,,,,950
none,8704,-12719.033100896027,23444.22845549952,13147.673978362407,1.51053,1.64119,-1.46129,station,,,,950
fixed_lapse,8736,-132.39118234415278,13010.82043708017,7187.097034259946,0.8227,1.22038,-0.01515,station,,,,951
none,8736,-3183.9053313545146,14242.454387849797,7513.50609485519,0.86006,1.27684,-0.36446,station,,,,951
fixed_lapse,8760,2143.530582085987,9054.947444861722,6719.543840956062,0.76707,1.0167,0.2447,station,,,,953
none,8760,654.789816871754,8580.598455425172,6541.244071612975,0.74672,0.98971,0.07475,station,,,,953
fixed_lapse,8757,-9648.542772407498,24690.9086414581,10188.87042453137,1.16351,1.67916,-1.10181,station,,,,954
none,8757,-9472.529586509152,24287.920874967665,10048.667820603918,1.1475,1.6654,-1.08171,station,,,,954
fixed_lapse,8752,-1643.0343040651921,5616.459296738981,5005.650618377313,0.57194,0.80108,-0.18773,station,,,,964
none,8752,13.934470951119366,5306.935409497931,5076.983371769586,0.58009,0.7787,0.00159,station,,,,964
fixed_lapse,8744,-3161.4919809218636,15752.936502799039,7884.774855185689,0.90174,1.34223,-0.36156,station,,,,965
none,8744,3202.3325916851295,15840.93427443199,9280.051947327553,1.06131,1.34597,0.36623,station,,,,965
fixed_lapse,8745,20.15600169744198,11958.316339277044,8066.630819080868,0.92243,1.16938,0.0023,station,,,,966
none,8745,1127.1051258997772,12065.80263848281,8055.023911189085,0.9211,1.17462,0.12889,station,,,,966
fixed_lapse,7134,-608.7403198118233,18226.665726226423,8812.373557522444,1.23526,1.59841,-0.08533,station,,,,967
none,7134,1839.8412274382279,18653.565764661744,8884.512858668462,1.24538,1.61702,0.2579,station,,,,967
fixed_lapse,8758,344.3100859783387,5435.925979865183,5136.937300394908,0.58654,0.78783,0.03931,station,,,,970
none,8758,-974.2435596848845,5515.251867406675,5031.187041584396,0.57447,0.79356,-0.11124,station,,,,970
fixed_lapse,8622,2462.873364626879,15957.077193863868,8385.40178880058,0.97256,1.36042,0.28565,station,,,,972
none,8622,512.0853240675106,15288.097662474773,8327.624635624588,0.96586,1.3316,0.05939,station,,,,972
